no_of_iteration,test_error,training_error
30750.0,0.16673948615789413,0.16952118976041675
30800.0,0.16703657619655132,0.1693152068182826
30850.0,0.1673014648258686,0.16912362817674875
30900.0,0.16755971685051918,0.16892367601394653
30950.0,0.16780554503202438,0.16873206431046128
31000.0,0.16805961355566978,0.16854436928406358
31050.0,0.16832691617310047,0.1683710371144116
31100.0,0.16858317330479622,0.16817924473434687
31150.0,0.16884629055857658,0.16801377944648266
31200.0,0.16908260621130464,0.16782320523634553
31250.0,0.16932776011526585,0.16765621211379764
31300.0,0.16956032067537308,0.16748116398230195
31350.0,0.16978851705789566,0.1673064911738038
31400.0,0.1700113881379366,0.1671367804519832
31450.0,0.17022123374044895,0.16695691738277674
31500.0,0.1704558115452528,0.1668040775693953
31550.0,0.17067216150462627,0.1666289190761745
31600.0,0.1709211841225624,0.1664765258319676
31650.0,0.17113194800913334,0.16630773292854428
31700.0,0.17133553139865398,0.16614103596657515
31750.0,0.17153807170689106,0.1659894115291536
31800.0,0.17173621989786625,0.16582243889570236
31850.0,0.1719414722174406,0.1656587878242135
31900.0,0.17215714417397976,0.16550260968506336
31950.0,0.1723400168120861,0.1653300067409873
32000.0,0.17254328355193138,0.16517394594848156
32050.0,0.1727364119142294,0.1650187112390995
32100.0,0.1729203537106514,0.16485881339758635
32150.0,0.17311719991266727,0.16470664646476507
32200.0,0.173286821693182,0.16454069828614593
32250.0,0.17347457632422447,0.1643942347727716
32300.0,0.17365194484591484,0.16423857305198908
32350.0,0.1738416887819767,0.16410214826464653
32400.0,0.1740277223289013,0.1639669225551188
32450.0,0.1742035076022148,0.16382643301039934
32500.0,0.17438142374157906,0.1636939919553697
32550.0,0.17453960329294205,0.16354775917716324
32600.0,0.17471557296812534,0.16341999010182914
32650.0,0.17487280815839767,0.1632673181593418
32700.0,0.17505468986928466,0.16312519158236682
32750.0,0.1752201672643423,0.16297859488986433
32800.0,0.1753883846104145,0.16284315893426538
32850.0,0.17556396313011646,0.16271122847683728
32900.0,0.1757175661623478,0.16256972076371312
32950.0,0.17589007876813412,0.16242979816161096
33000.0,0.17606556043028831,0.16228398634120822
33050.0,0.1762380376458168,0.1621535897720605
33100.0,0.17638776823878288,0.16200555162504315
33150.0,0.17653200775384906,0.16185440332628787
33200.0,0.1766945943236351,0.16171764070168138
33250.0,0.17684690654277802,0.16157662239857018
33300.0,0.17702261172235012,0.16145011922344565
33350.0,0.17718780040740967,0.16130933607928455
33400.0,0.1773532833904028,0.16116845002397895
33450.0,0.17752385511994362,0.1610417312476784
33500.0,0.17770007625222206,0.16090908367186785
33550.0,0.17785954289138314,0.16077494667842984
33600.0,0.17803848907351494,0.160656658699736
33650.0,0.17821231856942174,0.16053597955033186
33700.0,0.17835617437958715,0.1603973526507616
33750.0,0.17851503565907478,0.16027392260730267
33800.0,0.17866263911128044,0.16013994393870234
33850.0,0.17881648056209087,0.16002051928080618
33900.0,0.1789649035781622,0.15989839239045978
33950.0,0.1791095770895481,0.1597771884407848
34000.0,0.17925630509853366,0.15965982316993174
34050.0,0.17940607853233814,0.15953542781062424
34100.0,0.1795455999672413,0.15940564731135964
34150.0,0.17968248575925827,0.15926840831525624
34200.0,0.17982813902199268,0.15914953663013875
34250.0,0.17996921949088573,0.1590231212321669
34300.0,0.18012171052396295,0.15890108025632801
34350.0,0.18028639629483226,0.15879425406455994
34400.0,0.1804411318153143,0.15866827894933522
34450.0,0.18059677816927436,0.15854655927978456
34500.0,0.18075842782855034,0.15843676961958408
34550.0,0.18091860599815845,0.15831530513241887
34600.0,0.1810768395662308,0.15820152568630874
34650.0,0.18124971352517605,0.1580933181103319
34700.0,0.18140770494937894,0.15797672211192548
34750.0,0.1815555077046156,0.15786088770255444
34800.0,0.1816829945892096,0.15772891300730407
34850.0,0.18179812654852867,0.15760637167841196
34900.0,0.18196388334035876,0.15750772366300225
34950.0,0.1820891369134188,0.15737862209789455
35000.0,0.18220140039920807,0.15724327811039984
35050.0,0.1823578756302595,0.1571392344776541
35100.0,0.18249973468482492,0.1570283721666783
35150.0,0.18264095857739449,0.15691863745450976
35200.0,0.18276106752455235,0.1567879628855735
35250.0,0.18287555500864985,0.1566706313751638
35300.0,0.1830090954899788,0.1565611243713647
35350.0,0.183139119297266,0.15645064413547516
35400.0,0.18327507935464385,0.15634624287486076
35450.0,0.18340409360826013,0.15623065107502046
35500.0,0.1835375539958477,0.1561081053223461
35550.0,0.18367304652929306,0.15600502374581993
35600.0,0.1837975699454546,0.1558945367578417
35650.0,0.18391546048223967,0.15577292069792747
35700.0,0.18404029309749606,0.15565432887524366
35750.0,0.1841484662145376,0.15554024488665166
35800.0,0.18425397761166096,0.15541278454475105
35850.0,0.1843895297497511,0.1553087632637471
35900.0,0.18450933136045933,0.15520614408887926
35950.0,0.1845850981771946,0.15506662987172606
36000.0,0.1847016587853432,0.15495538408868015
36050.0,0.18481134623289108,0.15485211997292936
36100.0,0.1849229633808136,0.15475101838819685
36150.0,0.18504386954009533,0.1546535117086023
36200.0,0.18514509871602056,0.15453056432306767
36250.0,0.18524914421141148,0.15441882004961371
36300.0,0.18534402921795845,0.1542972638271749
36350.0,0.1854696050286293,0.15420215134508908
36400.0,0.18558874912559986,0.15411886293441054
36450.0,0.1856941729784012,0.1540082769934088
36500.0,0.1858328003436327,0.15391955384984612
36550.0,0.1859380006790161,0.1538130643311888
36600.0,0.18605117872357368,0.15370204276405275
36650.0,0.18619762174785134,0.1536076650954783
36700.0,0.18629056215286252,0.15347952069714665
36750.0,0.18640724010765555,0.15336114703677595
36800.0,0.18652343936264515,0.15324914851225913
36850.0,0.1866581067442894,0.15314213745296
36900.0,0.18677871115505693,0.15303741698153314
36950.0,0.1869487203657627,0.15296424156986174
37000.0,0.18701545521616936,0.1528147605713457
37050.0,0.18718140944838524,0.15275687561370432
37100.0,0.1872883941978216,0.15263233636505902
37150.0,0.18739731796085835,0.15253168297931552
37200.0,0.1875131092965603,0.1524355283472687
37250.0,0.187623230740428,0.1523161376826465
37300.0,0.18775427155196667,0.15222391672432425
37350.0,0.18782187439501288,0.15206124866381288
37400.0,0.18795189075171947,0.1519888462498784
37450.0,0.1880549043416977,0.15188803896307945
37500.0,0.18816027790308,0.15178254269994795
37550.0,0.1882709115743637,0.15168892522342506
37600.0,0.18839893117547035,0.15159675502218306
37650.0,0.1884807012975216,0.15146809816360474
37700.0,0.1885644569993019,0.15133699937723574
37750.0,0.1886999849230051,0.1512531074695289
37800.0,0.18881843239068985,0.1511627109721303
37850.0,0.18893606401979926,0.15106828254647553
37900.0,0.1890407484024763,0.1509677330031991
37950.0,0.18912589736282825,0.15084484196268022
38000.0,0.1892560198903084,0.15076364809647202
38050.0,0.18938183039426806,0.15066502708941698
38100.0,0.1895004864782095,0.15058388793841004
38150.0,0.18959160521626472,0.1504660313948989
38200.0,0.1896903365850449,0.15034904307685792
38250.0,0.18984627909958365,0.15028659463860095
38300.0,0.1899244785308838,0.15017269691452384
38350.0,0.19004434905946252,0.15007342584431171
38400.0,0.19012709893286228,0.1499560682568699
38450.0,0.19021886214613914,0.14985800837166607
38500.0,0.19035065919160846,0.14978375635109842
38550.0,0.1904605645686388,0.1496909293346107
38600.0,0.19057000428438187,0.14960559923201802
38650.0,0.19066021777689454,0.14949522190727293
38700.0,0.1907541770488024,0.14939491357654333
38750.0,0.19086170196533206,0.14929557545110586
38800.0,0.1909338440746069,0.14917251421138644
38850.0,0.1910542882978916,0.1490864751394838
38900.0,0.19114860333502293,0.14898744388483465
38950.0,0.1912415474653244,0.14889295841567218
39000.0,0.1913282200694084,0.14880276122130456
39050.0,0.1914290003478527,0.1487124098930508
39100.0,0.19150098785758016,0.14860431826673448
39150.0,0.191589979454875,0.14852075511589646
39200.0,0.19165931083261967,0.1484147640876472
39250.0,0.19175939820706844,0.14834066480398178
39300.0,0.19185708835721016,0.14826073963195086
39350.0,0.1919514872133732,0.14817975694313645
39400.0,0.19204329326748848,0.14808693598024547
39450.0,0.19213613867759705,0.14799851877614856
39500.0,0.19223089702427387,0.1479133670218289
39550.0,0.1923121958971024,0.14781048707664013
39600.0,0.19241212122142315,0.1477268028538674
39650.0,0.19251766987144947,0.14765379531309009
39700.0,0.19260387867689133,0.1475510373711586
39750.0,0.19271618500351906,0.14746866468340158
39800.0,0.1928067672997713,0.14737464184872806
39850.0,0.19293241016566756,0.1473083202727139
39900.0,0.19299651868641374,0.14718533749692142
39950.0,0.19311761856079104,0.1471181611996144
40000.0,0.19321556016802788,0.14702519588172436
40050.0,0.1933180447667837,0.1469224477186799
40100.0,0.1934105735272169,0.14682193123735487
40150.0,0.19351639784872526,0.1467398393433541
40200.0,0.19361533783376214,0.14665014762431386
40250.0,0.19371919520199302,0.1465563988313079
40300.0,0.19384916685521605,0.14651087182573974
40350.0,0.19389413110911846,0.14636384369805455
40400.0,0.19399490766227245,0.14626245852559805
40450.0,0.19410381652414802,0.14618584513664246
40500.0,0.19419893436133864,0.14609270449727774
40550.0,0.19435547105968,0.14605603856034574
40600.0,0.19442001171410084,0.14592450275085864
40650.0,0.19452779740095136,0.14582708873786032
40700.0,0.194654893130064,0.1457593438681215
40750.0,0.19474119879305365,0.1456449672114104
40800.0,0.19486392848193645,0.14557679975405335
40850.0,0.19495547004044056,0.14547137543559074
40900.0,0.19507446885108948,0.14540571067482233
40950.0,0.1951636429876089,0.14530960493721068
41000.0,0.19526875205338,0.1452255176845938
41050.0,0.19533633813261986,0.14509867643937469
41100.0,0.1954391524195671,0.1450083665549755
41150.0,0.19554311595857146,0.14491792675107718
41200.0,0.1956665962934494,0.14483828726224598
41250.0,0.1957785487174988,0.14475013967603445
41300.0,0.1958745084702969,0.14463789528235793
41350.0,0.19602281972765925,0.1445909347385168
41400.0,0.19613017141819,0.14448800403624773
41450.0,0.196240121498704,0.14439283334650102
41500.0,0.19636535830795765,0.14431376080028713
41550.0,0.1964468900114298,0.14420373388566074
41600.0,0.19655258767306805,0.1441124682314694
41650.0,0.19668299332261088,0.14404976461082694
41700.0,0.1967820413410664,0.143949827644974
41750.0,0.19688165932893756,0.14386612712405622
41800.0,0.19698345474898812,0.14377611642703414
41850.0,0.1971145235002041,0.14371807756833732
41900.0,0.197192071005702,0.14360389253124595
41950.0,0.19728919118642807,0.1435125896241516
42000.0,0.19741056859493256,0.14345499966293573
42050.0,0.1975246388465166,0.14338657190091908
42100.0,0.1976226605474949,0.143294331850484
42150.0,0.1977253630757332,0.1431945594958961
42200.0,0.1978406682610512,0.1431181242223829
42250.0,0.19795033894479275,0.14302843646146354
42300.0,0.19805074855685234,0.14293850515969098
42350.0,0.19815391302108765,0.14285771478898826
42400.0,0.1982557196170092,0.14276811457239091
42450.0,0.1983654424548149,0.1427007068414241
42500.0,0.1984778791666031,0.14262404362671074
42550.0,0.19858259707689285,0.1425484884530306
42600.0,0.19870586693286896,0.14249038603156805
42650.0,0.1987955290824175,0.1423869135323912
42700.0,0.19890383444726467,0.14230859465897086
42750.0,0.19900577701628208,0.14221627544611692
42800.0,0.1990982331335545,0.14212317438796165
42850.0,0.19922642223536968,0.14206919563002884
42900.0,0.19930421374738214,0.14196759345941246
42950.0,0.19940400309860706,0.14187551499344409
43000.0,0.19950214587152004,0.14180321642197669
43050.0,0.1995997987687588,0.14171586139127612
43100.0,0.19968163035809994,0.14160189381800592
43150.0,0.199791869148612,0.14155870187096298
43200.0,0.19989562220871449,0.14147712290287018
43250.0,0.19997822493314746,0.1413741339929402
43300.0,0.2000877596437931,0.1413097116164863
43350.0,0.2001766599714756,0.14120584493502975
43400.0,0.20029326900839808,0.14115202496759593
43450.0,0.20036424696445465,0.1410274796653539
43500.0,0.200464041903615,0.14093968248926106
43550.0,0.20057606883347034,0.1408598180860281
43600.0,0.20067995227873325,0.14077204396016896
43650.0,0.20077740401029587,0.14067818992771208
43700.0,0.20090084336698052,0.14059710572473705
43750.0,0.20100313425064087,0.1405174871906638
43800.0,0.2011031210422516,0.14043302298523486
43850.0,0.2012108936905861,0.14035856374539435
43900.0,0.20130840502679348,0.1402725256048143
43950.0,0.20141751691699028,0.14019186492078006
44000.0,0.2015231475234032,0.14011165755800906
44050.0,0.2016401868313551,0.14007203956134615
44100.0,0.20170781575143334,0.13995895301923156
44150.0,0.20180502347648144,0.1398942437954247
44200.0,0.2018915563821793,0.13981635123491287
44250.0,0.2019668184220791,0.13972149090841413
44300.0,0.2020720951259136,0.1396681168116629
44350.0,0.2021646406501532,0.1395932526793331
44400.0,0.20225826278328896,0.13952302816323936
44450.0,0.20234300754964352,0.13943449454382062
44500.0,0.2024359293282032,0.13935458520427346
44550.0,0.20252802036702636,0.13926916057243946
44600.0,0.20261906646192074,0.13919716235250235
44650.0,0.20270176604390144,0.13908916735090315
44700.0,0.20280728489160535,0.13903552619740367
44750.0,0.20291776768863198,0.1389902881346643
44800.0,0.20299887657165527,0.13891424448229373
44850.0,0.20308994501829147,0.13883962575346231
44900.0,0.2031672429293394,0.13875349354930222
44950.0,0.203278299421072,0.1387028661556542
45000.0,0.2033681608736515,0.13863396947272122
45050.0,0.20342841371893886,0.13852731371298432
45100.0,0.2035196889191866,0.13844878668896854
45150.0,0.20359164290130136,0.13832410285249352
45200.0,0.20369348675012589,0.13826001598499715
45250.0,0.20378056168556213,0.13819526485167444
45300.0,0.2038486786186695,0.1381041118875146
45350.0,0.2039275448769331,0.13803808949887753
45400.0,0.2039923407137394,0.1379423059988767
45450.0,0.2041066735982895,0.13790645799599588
45500.0,0.20414790511131287,0.13778801844455302
45550.0,0.2042394056916237,0.13772716117091474
45600.0,0.20432601496577266,0.1376546723768115
45650.0,0.2044002301990986,0.137578482972458
45700.0,0.20446190610527992,0.1374767143279314
45750.0,0.2045168783515692,0.13736503710970285
45800.0,0.2045901119709015,0.13728929054923356
45850.0,0.20469915494322774,0.13722561136819422
45900.0,0.204764137044549,0.13713136222213507
45950.0,0.20484301634132865,0.1370577374473214
46000.0,0.20492584444582465,0.13698353874497116
46050.0,0.2050234749913216,0.13692833320237696
46100.0,0.205105684697628,0.13683062442578375
46150.0,0.20518411323428154,0.13674124679528174
46200.0,0.20526759140193465,0.13666546065360308
46250.0,0.20535524748265746,0.13656729250214994
46300.0,0.20544089190661907,0.13649473479017615
46350.0,0.20552104897797108,0.13638459844514728
46400.0,0.20559711195528507,0.13627304416149855
46450.0,0.2056945078074932,0.13620932842604816
46500.0,0.20579508505761626,0.1361335359979421
46550.0,0.20586437545716765,0.13602835615165532
46600.0,0.20598231069743636,0.13598135486245155
46650.0,0.2060500904917717,0.13585867080837488
46700.0,0.20613395608961585,0.13577086594887078
46750.0,0.2062012460082769,0.13566538924351335
46800.0,0.2063049990683794,0.1356047154404223
46850.0,0.20640343241393566,0.1355359621811658
46900.0,0.2064853273332119,0.13545845379121602
46950.0,0.20659643411636355,0.13541505276225507
47000.0,0.20665584690868852,0.13533075200393796
47050.0,0.2067409511655569,0.13525236397981644
47100.0,0.2068100776523352,0.13515968853607774
47150.0,0.2068897970020771,0.13507463713176548
47200.0,0.206987489014864,0.1350018624216318
47250.0,0.20707515440881247,0.13493711408227682
47300.0,0.2071480378508568,0.13484445260837674
47350.0,0.20721195451915264,0.1347668336238712
47400.0,0.20728260092437267,0.13470622524619102
47450.0,0.2073328457772732,0.1345930015668273
47500.0,0.20744344405829904,0.13454818702302873
47550.0,0.20751823112368584,0.1344665912911296
47600.0,0.20762206800282,0.13440693239681425
47650.0,0.2076983917504549,0.13430285919457674
47700.0,0.20779478922486305,0.1342505612410605
47750.0,0.20788518339395526,0.13418062264099714
47800.0,0.20797905884683127,0.13411894463934004
47850.0,0.20803620107471946,0.13398576923646033
47900.0,0.208123330026865,0.1339236821513623
47950.0,0.20821217447519305,0.1338448435999453
48000.0,0.2082999087870121,0.13375745993107555
48050.0,0.20838577300310132,0.13367364695295691
48100.0,0.20849808678030968,0.13362500607036054
48150.0,0.2086056973785162,0.1335562369786203
48200.0,0.2086855284869671,0.1334597570821643
48250.0,0.2087682951241732,0.13337281718850136
48300.0,0.2088994774967432,0.13333675893954933
48350.0,0.20896129496395588,0.13320498820394278
48400.0,0.2090652473270893,0.1331558304373175
48450.0,0.2091328650712967,0.13303846726194024
48500.0,0.2092347834259272,0.13296917802654207
48550.0,0.20931856893002987,0.13287622155621648
48600.0,0.20943455770611766,0.13281046110205352
48650.0,0.20951739884912968,0.13271509390324354
48700.0,0.20963315293192866,0.13266210141591728
48750.0,0.20967988856136802,0.13254083413630724
48800.0,0.20981277897953987,0.13250262779183686
48850.0,0.2099032625555992,0.13242186652496454
48900.0,0.21001503989100456,0.13236307445913553
48950.0,0.2101163957268,0.13229080545715988
49000.0,0.21019765175879,0.13219655817374587
49050.0,0.2102951668202877,0.13212268892675638
49100.0,0.2104037068784237,0.13206915487535298
49150.0,0.21046813018620011,0.1319511546753347
49200.0,0.2106132786720991,0.13194339000619948
49250.0,0.21070746146142486,0.13185386476106942
49300.0,0.21078092604875565,0.1317550726234913
49350.0,0.21088253892958164,0.131700674071908
49400.0,0.21097016520798206,0.13160996488295496
49450.0,0.2110762596130371,0.13155858544632792
49500.0,0.2111980896443129,0.13151899166405198
49550.0,0.2112777978181839,0.1314131545368582
49600.0,0.2113610226660967,0.13133578398264945
49650.0,0.21148376911878586,0.13128261803649366
49700.0,0.21156397834420204,0.13118658307939768
49750.0,0.2116707433015108,0.13114032498560846
49800.0,0.21177520975470546,0.13107300968840718
49850.0,0.21188005059957504,0.13100409973412752
49900.0,0.21196543239057064,0.13091573887504634
49950.0,0.2120627239346504,0.1308420142158866
50000.0,0.21217486821115014,0.13078108662739396
50050.0,0.13769835885614157,0.1441839523613453
50100.0,0.13846098259091377,0.1434149518609047
50150.0,0.13908601365983486,0.14282673015259206
50200.0,0.13964204769581556,0.14234295743517578
50250.0,0.14013277553021908,0.14191544614732265
50300.0,0.14057088643312454,0.14154818351380527
50350.0,0.14099672343581915,0.14119693753309548
50400.0,0.1414126604795456,0.14086946798488498
50450.0,0.14180698804557323,0.14055562810972333
50500.0,0.14219489134848118,0.1402593944221735
50550.0,0.14256750606000423,0.1399827382992953
50600.0,0.1429193140938878,0.13970751827582717
50650.0,0.1432367069646716,0.13943469640798867
50700.0,0.1435648761689663,0.13917929376475513
50750.0,0.1438851561397314,0.13892492768354714
50800.0,0.14419500529766083,0.13867407641373575
50850.0,0.14448475744575262,0.13844047905877233
50900.0,0.1447772989049554,0.1382043701596558
50950.0,0.14505112450569868,0.13797987159341574
51000.0,0.1452987203374505,0.13776190392673016
